./bloc6: .word 16, 16
.byte 10,12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,
10,12,12,10,10,10,10,12,12,10,12,12,10,12,12,10,
10,12,12,10,12,12,10,12,12,10,12,12,10,10,10,10,
10,10,10,10,12,12,10,10,10,10,10,10,10,12,12,10,
10,12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,
10,12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,
10,12,12,10,10,10,10,12,12,10,12,12,10,12,12,10,
10,12,12,10,12,12,10,12,12,10,12,12,10,10,10,10,
10,10,10,10,12,12,10,12,12,10,10,10,10,12,12,10,
10,12,12,10,12,12,10,10,10,10,12,12,10,12,12,10,
10,12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,
10,12,12,10,10,10,10,12,12,10,12,12,10,12,12,10,
10,12,12,10,12,12,10,12,12,10,10,10,10,12,12,10,
10,10,10,10,12,12,10,12,12,10,12,12,10,10,10,10,
10,12,12,10,12,12,10,10,10,10,12,12,10,12,12,10,
10,12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,


